tx_name	gene_id	chrom	strand	nexon	tx_len	cds_len	utr5_len	utr3_len	db_xref	exception	experiment	gbkey	gene	gene_biotype	inference	locus_tag	product	protein_id	transcript_biotype
XM_062084558.1	LOC107998758	NC_083865.1	+	16	4296	2844	592	860	GeneID:107998758		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998758	protein_coding				XP_061940542.1	mRNA
XM_017058195.3	LOC107998759	NC_083865.1	-	2	1374	1161	0	213	GeneID:107998759		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998759	protein_coding				XP_016913684.1	mRNA
XM_062084559.1	LOC114577667	NC_083865.1	+	14	2477	2208	105	164	GeneID:114577667		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC114577667	protein_coding				XP_061940543.1	mRNA
XM_017058200.3	LOC107998765	NC_083865.1	-	4	2907	801	341	1765	GeneID:107998765		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998765	protein_coding				XP_016913689.2	mRNA
XM_062084566.1	LOC107998765	NC_083865.1	-	3	2613	693	155	1765	GeneID:107998765		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998765	protein_coding				XP_061940550.1	mRNA
XM_017058041.3	LOC107998665	NC_083865.1	-	3	634	393	173	68	GeneID:107998665		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998665	protein_coding				XP_016913530.1	mRNA
XM_017058166.3	LOC107998747	NC_083865.1	+	7	7262	1533	5059	670	GeneID:107998747		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998747	protein_coding				XP_016913655.2	mRNA
XM_017058168.3	LOC107998747	NC_083865.1	+	6	7201	1533	4998	670	GeneID:107998747		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998747	protein_coding				XP_016913657.2	mRNA
XM_017058170.3	LOC107998747	NC_083865.1	+	6	2530	1533	327	670	GeneID:107998747		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998747	protein_coding				XP_016913659.2	mRNA
XM_017058031.3	LOC107998656	NC_083865.1	-	3	12303	1521	7967	2815	GeneID:107998656		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998656	protein_coding				XP_016913520.2	mRNA
XM_062084533.1	LOC107998692	NC_083865.1	+	13	6280	5520	577	183	GeneID:107998692		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998692	protein_coding				XP_061940517.1	mRNA
XM_062084532.1	LOC107998692	NC_083865.1	+	13	6646	5520	943	183	GeneID:107998692		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998692	protein_coding				XP_061940516.1	mRNA
XM_062084531.1	LOC107998692	NC_083865.1	+	14	6556	5520	853	183	GeneID:107998692		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998692	protein_coding				XP_061940515.1	mRNA
XM_062084530.1	LOC107998692	NC_083865.1	+	14	7864	5646	2035	183	GeneID:107998692		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998692	protein_coding				XP_061940514.1	mRNA
XM_062084529.1	LOC107998692	NC_083865.1	+	13	7920	5703	2034	183	GeneID:107998692		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998692	protein_coding				XP_061940513.1	mRNA
XM_017058100.3	LOC107998693	NC_083865.1	-	7	10287	1026	942	8319	GeneID:107998693		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998693	protein_coding				XP_016913589.1	mRNA
XM_028667164.2	LOC107998693	NC_083865.1	-	8	10436	1026	1091	8319	GeneID:107998693		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998693	protein_coding				XP_028522965.1	mRNA
XM_062084565.1	LOC107998693	NC_083865.1	-	8	10768	1026	1423	8319	GeneID:107998693		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998693	protein_coding				XP_061940549.1	mRNA
XM_062084564.1	LOC107998693	NC_083865.1	-	9	10923	1026	1578	8319	GeneID:107998693		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998693	protein_coding				XP_061940548.1	mRNA
XM_062084549.1	LOC107998655	NC_083865.1	+	25	11384	4080	327	6977	GeneID:107998655		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998655	protein_coding				XP_061940533.1	mRNA
XM_062084544.1	LOC107998655	NC_083865.1	+	25	11377	4137	263	6977	GeneID:107998655		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998655	protein_coding				XP_061940528.1	mRNA
XM_062084534.1	LOC107998655	NC_083865.1	+	25	14252	4257	3018	6977	GeneID:107998655		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998655	protein_coding				XP_061940518.1	mRNA
XM_062084535.1	LOC107998655	NC_083865.1	+	25	14249	4254	3018	6977	GeneID:107998655		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998655	protein_coding				XP_061940519.1	mRNA
XM_062084539.1	LOC107998655	NC_083865.1	+	24	14174	4179	3018	6977	GeneID:107998655		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998655	protein_coding				XP_061940523.1	mRNA
XM_062084540.1	LOC107998655	NC_083865.1	+	24	14171	4176	3018	6977	GeneID:107998655		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998655	protein_coding				XP_061940524.1	mRNA
XM_062084545.1	LOC107998655	NC_083865.1	+	24	14111	4116	3018	6977	GeneID:107998655		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998655	protein_coding				XP_061940529.1	mRNA
XM_062084550.1	LOC107998655	NC_083865.1	+	23	14033	4038	3018	6977	GeneID:107998655		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998655	protein_coding				XP_061940534.1	mRNA
XM_062084551.1	LOC107998655	NC_083865.1	+	23	14030	4035	3018	6977	GeneID:107998655		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998655	protein_coding				XP_061940535.1	mRNA
XM_062084541.1	LOC107998655	NC_083865.1	+	24	14156	4161	3018	6977	GeneID:107998655		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998655	protein_coding				XP_061940525.1	mRNA
XM_062084546.1	LOC107998655	NC_083865.1	+	23	14078	4083	3018	6977	GeneID:107998655		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998655	protein_coding				XP_061940530.1	mRNA
XM_062084548.1	LOC107998655	NC_083865.1	+	23	14075	4080	3018	6977	GeneID:107998655		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998655	protein_coding				XP_061940532.1	mRNA
XM_062084553.1	LOC107998655	NC_083865.1	+	23	14015	4020	3018	6977	GeneID:107998655		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998655	protein_coding				XP_061940537.1	mRNA
XM_062084555.1	LOC107998655	NC_083865.1	+	22	13937	3942	3018	6977	GeneID:107998655		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998655	protein_coding				XP_061940539.1	mRNA
XM_062084537.1	LOC107998655	NC_083865.1	+	24	14231	4236	3018	6977	GeneID:107998655		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998655	protein_coding				XP_061940521.1	mRNA
XM_062084542.1	LOC107998655	NC_083865.1	+	23	14153	4158	3018	6977	GeneID:107998655		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998655	protein_coding				XP_061940526.1	mRNA
XM_062084556.1	LOC107998655	NC_083865.1	+	21	13913	3918	3018	6977	GeneID:107998655		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998655	protein_coding				XP_061940540.1	mRNA
XM_062084538.1	LOC107998655	NC_083865.1	+	24	14183	4188	3018	6977	GeneID:107998655		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998655	protein_coding				XP_061940522.1	mRNA
XM_062084557.1	LOC107998655	NC_083865.1	+	21	13868	3873	3018	6977	GeneID:107998655		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998655	protein_coding				XP_061940541.1	mRNA
XM_062084543.1	LOC107998655	NC_083865.1	+	25	14245	4137	3131	6977	GeneID:107998655		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998655	protein_coding				XP_061940527.1	mRNA
XM_062084552.1	LOC107998655	NC_083865.1	+	24	14021	4026	3018	6977	GeneID:107998655		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998655	protein_coding				XP_061940536.1	mRNA
XM_062084554.1	LOC107998655	NC_083865.1	+	24	11009	4017	15	6977	GeneID:107998655		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998655	protein_coding				XP_061940538.1	mRNA
XM_062084563.1	LOC107998653	NC_083865.1	-	5	4503	1506	713	2284	GeneID:107998653		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998653	protein_coding				XP_061940547.1	mRNA
XR_009832589.1	LOC133667262	NC_083865.1	-	3	6294	0	0	0	GeneID:133667262		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC133667262	lncRNA					lnc_RNA
XM_062084575.1	LOC107998681	NC_083865.1	+	6	1705	1287	0	418	GeneID:107998681			mRNA	LOC107998681	protein_coding				XP_061940559.1	mRNA
XM_017058091.3	LOC107998686	NC_083865.1	-	4	843	753	0	90	GeneID:107998686		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998686	protein_coding				XP_016913580.3	mRNA
XM_062084573.1	LOC133667263	NC_083865.1	-	2	747	480	266	1	GeneID:133667263			mRNA	LOC133667263	protein_coding				XP_061940557.1	mRNA
XM_062084574.1	LOC133667264	NC_083865.1	+	3	1407	486	125	796	GeneID:133667264		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC133667264	protein_coding				XP_061940558.1	mRNA
XM_017058085.3	LOC107998683	NC_083865.1	-	11	3464	1176	729	1559	GeneID:107998683		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998683	protein_coding				XP_016913574.1	mRNA
XM_017058082.3	LOC107998683	NC_083865.1	-	12	2106	1239	729	138	GeneID:107998683		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998683	protein_coding				XP_016913571.1	mRNA
XM_017058084.3	LOC107998683	NC_083865.1	-	11	2438	1206	729	503	GeneID:107998683		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998683	protein_coding				XP_016913573.1	mRNA
XM_062084570.1	LOC107998683	NC_083865.1	-	10	2603	1251	729	623	GeneID:107998683		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998683	protein_coding				XP_061940554.1	mRNA
XM_017058089.3	LOC107998684	NC_083865.1	+	4	1663	609	21	1033	GeneID:107998684		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998684	protein_coding				XP_016913578.1	mRNA
XM_017058092.3	LOC107998687	NC_083865.1	-	26	6232	5097	345	790	GeneID:107998687		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998687	protein_coding				XP_016913581.2	mRNA
XM_017058078.3	LOC107998680	NC_083865.1	+	11	12096	11346	197	553	GeneID:107998680		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998680	protein_coding				XP_016913567.2	mRNA
XM_017058077.3	LOC107998680	NC_083865.1	+	11	12586	11346	687	553	GeneID:107998680		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998680	protein_coding				XP_016913566.2	mRNA
XM_028667130.2	LOC107998680	NC_083865.1	+	11	12089	11346	190	553	GeneID:107998680		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998680	protein_coding				XP_028522931.2	mRNA
XM_017058080.3	LOC107998682	NC_083865.1	-	10	3413	3000	326	87	GeneID:107998682		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998682	protein_coding				XP_016913569.1	mRNA
XM_017058081.3	LOC107998682	NC_083865.1	-	9	3242	3000	155	87	GeneID:107998682		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998682	protein_coding				XP_016913570.1	mRNA
XM_017058144.2	LOC107998728	NC_083865.1	+	5	4887	1803	1083	2001	GeneID:107998728		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998728	protein_coding				XP_016913633.1	mRNA
XM_017058035.3	LOC107998660	NC_083865.1	+	7	1413	1251	44	118	GeneID:107998660		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998660	protein_coding				XP_016913524.1	mRNA
XR_009832592.1	LOC114577652	NC_083865.1	-	2	10142	0	0	0	GeneID:114577652		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC114577652	lncRNA					lnc_RNA
XM_017058162.3	LOC107998743	NC_083865.1	+	2	2566	1002	368	1196	GeneID:107998743		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998743	protein_coding				XP_016913651.2	mRNA
XM_028667115.2	LOC107998649	NC_083865.1	-	2	2183	1014	154	1015	GeneID:107998649		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998649	protein_coding				XP_028522916.2	mRNA
XM_017058042.3	LOC107998666	NC_083865.1	+	4	2039	918	1064	57	GeneID:107998666		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998666	protein_coding				XP_016913531.2	mRNA
XM_017058127.3	LOC107998712	NC_083865.1	-	5	1847	1209	15	623	GeneID:107998712	unclassified transcription discrepancy	COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998712	protein_coding				XP_016913616.1	mRNA
XR_009832590.1	LOC107998710	NC_083865.1	+	7	6231	0	0	0	GeneID:107998710		COORDINATES: polyA evidence [ECO:0006239]	misc_RNA	LOC107998710	protein_coding					transcript
XM_017058122.3	LOC107998710	NC_083865.1	+	7	5912	3399	2396	117	GeneID:107998710		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998710	protein_coding				XP_016913611.2	mRNA
XM_017058123.3	LOC107998710	NC_083865.1	+	6	3544	3186	241	117	GeneID:107998710		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998710	protein_coding				XP_016913612.2	mRNA
XR_009832538.1	LOC133667235	NC_083865.1	-	4	398	0	0	0	GeneID:133667235		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC133667235	lncRNA			uncharacterized LOC133667235		lnc_RNA
XR_009832539.1	LOC133667236	NC_083865.1	-	3	914	0	0	0	GeneID:133667236			ncRNA	LOC133667236	lncRNA			uncharacterized LOC133667236		lnc_RNA
XR_009832591.1	LOC133667265	NC_083865.1	-	2	513	0	0	0	GeneID:133667265		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC133667265	lncRNA			uncharacterized LOC133667265		lnc_RNA
XM_028667127.2	LOC107998711	NC_083865.1	-	9	2495	1893	289	313	GeneID:107998711		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998711	protein_coding				XP_028522928.1	mRNA
XM_017058125.3	LOC107998711	NC_083865.1	-	9	2510	1908	289	313	GeneID:107998711		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998711	protein_coding				XP_016913614.1	mRNA
XM_062084568.1	LOC107998711	NC_083865.1	-	9	2532	1908	311	313	GeneID:107998711		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998711	protein_coding				XP_061940552.1	mRNA
XM_017058126.3	LOC107998711	NC_083865.1	-	8	2169	1677	179	313	GeneID:107998711		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998711	protein_coding				XP_016913615.1	mRNA
XM_017058172.3	LOC107998749	NC_083865.1	+	5	3938	3621	317	0	GeneID:107998749			mRNA	LOC107998749	protein_coding				XP_016913661.2	mRNA
XM_062084569.1	LOC107998648	NC_083865.1	-	10	2592	1806	211	575	GeneID:107998648		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998648	protein_coding				XP_061940553.1	mRNA
XR_003696394.2	LOC114576875	NC_083865.1	+	2	3882	0	0	0	GeneID:114576875		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC114576875	lncRNA					lnc_RNA
XR_009832670.1	LOC133667301	NC_083865.1	+	3	2102	0	0	0	GeneID:133667301			ncRNA	LOC133667301	lncRNA					lnc_RNA
XR_009832593.1	LOC114577662	NC_083865.1	+	3	1149	0	0	0	GeneID:114577662			ncRNA	LOC114577662	lncRNA			uncharacterized LOC114577662		lnc_RNA
XR_009832596.1	LOC133667268	NC_083865.1	-	2	1018	0	0	0	GeneID:133667268		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC133667268	lncRNA					lnc_RNA
XM_062084576.1	LOC107998647	NC_083865.1	+	10	10784	9504	437	843	GeneID:107998647		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998647	protein_coding				XP_061940560.1	mRNA
XM_062084577.1	LOC107998647	NC_083865.1	+	10	10766	9486	437	843	GeneID:107998647		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998647	protein_coding				XP_061940561.1	mRNA
XM_062084580.1	LOC107998647	NC_083865.1	+	10	10378	9114	421	843	GeneID:107998647		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998647	protein_coding				XP_061940564.1	mRNA
XM_062084578.1	LOC107998647	NC_083865.1	+	10	10651	9387	421	843	GeneID:107998647		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998647	protein_coding				XP_061940562.1	mRNA
XM_062084579.1	LOC107998647	NC_083865.1	+	10	10623	9360	420	843	GeneID:107998647		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998647	protein_coding				XP_061940563.1	mRNA
XR_009832594.1	LOC133667266	NC_083865.1	-	3	358	0	0	0	GeneID:133667266			ncRNA	LOC133667266	lncRNA			uncharacterized LOC133667266		lnc_RNA
XM_017058072.3	LOC107998677	NC_083865.1	+	11	3110	2469	154	487	GeneID:107998677		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998677	protein_coding				XP_016913561.1	mRNA
XM_062084601.1	LOC107998676	NC_083865.1	-	14	3578	3018	67	493	GeneID:107998676		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998676	protein_coding				XP_061940585.1	mRNA
XM_062084603.1	LOC107998676	NC_083865.1	-	14	3590	2571	67	952	GeneID:107998676		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998676	protein_coding				XP_061940587.1	mRNA
XM_062084600.1	LOC107998676	NC_083865.1	-	14	3584	3024	67	493	GeneID:107998676		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998676	protein_coding				XP_061940584.1	mRNA
XM_062084599.1	LOC107998676	NC_083865.1	-	14	3587	3027	67	493	GeneID:107998676		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998676	protein_coding				XP_061940583.1	mRNA
XM_028667144.2	LOC107998676	NC_083865.1	-	14	3593	3033	67	493	GeneID:107998676		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998676	protein_coding				XP_028522945.1	mRNA
XM_062084602.1	LOC107998676	NC_083865.1	-	14	3605	2586	67	952	GeneID:107998676		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998676	protein_coding				XP_061940586.1	mRNA
XM_028667145.2	LOC107998676	NC_083865.1	-	14	3557	2811	253	493	GeneID:107998676		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998676	protein_coding				XP_028522946.1	mRNA
XM_017058073.3	LOC107998678	NC_083865.1	+	2	1971	1080	88	803	GeneID:107998678		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998678	protein_coding				XP_016913562.1	mRNA
XM_028667147.2	LOC107998678	NC_083865.1	+	3	1887	996	88	803	GeneID:107998678		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998678	protein_coding				XP_028522948.1	mRNA
XM_017058074.3	LOC107998679	NC_083865.1	-	3	763	399	305	59	GeneID:107998679		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998679	protein_coding				XP_016913563.1	mRNA
XM_017058075.3	LOC107998679	NC_083865.1	-	3	703	399	245	59	GeneID:107998679		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998679	protein_coding				XP_016913564.1	mRNA
XR_001766242.3	LOC107998674	NC_083865.1	+	12	6493	0	0	0	GeneID:107998674		COORDINATES: polyA evidence [ECO:0006239]	misc_RNA	LOC107998674	protein_coding					transcript
XM_062084583.1	LOC107998674	NC_083865.1	+	16	6832	4308	104	2420	GeneID:107998674		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998674	protein_coding				XP_061940567.1	mRNA
XM_062084582.1	LOC107998674	NC_083865.1	+	16	7036	4308	308	2420	GeneID:107998674		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998674	protein_coding				XP_061940566.1	mRNA
XM_062084585.1	LOC107998674	NC_083865.1	+	15	6898	4170	308	2420	GeneID:107998674		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998674	protein_coding				XP_061940569.1	mRNA
XM_062084584.1	LOC107998674	NC_083865.1	+	15	6916	4188	308	2420	GeneID:107998674		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998674	protein_coding				XP_061940568.1	mRNA
XM_017058059.3	LOC107998674	NC_083865.1	+	12	8303	4653	1230	2420	GeneID:107998674		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998674	protein_coding				XP_016913548.2	mRNA
XM_062084581.1	LOC107998674	NC_083865.1	+	10	8884	4515	1949	2420	GeneID:107998674		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998674	protein_coding				XP_061940565.1	mRNA
XM_017058202.3	LOC107998766	NC_083865.1	+	11	6221	3987	461	1773	GeneID:107998766		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998766	protein_coding				XP_016913691.2	mRNA
XM_017058201.3	LOC107998766	NC_083865.1	+	11	6738	4203	762	1773	GeneID:107998766		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998766	protein_coding				XP_016913690.2	mRNA
XR_003697913.2	LOC107998700	NC_083865.1	+	15	3101	0	0	0	GeneID:107998700			misc_RNA	LOC107998700	protein_coding					transcript
XM_028667154.2	LOC107998700	NC_083865.1	+	16	7557	3132	15	4410	GeneID:107998700		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998700	protein_coding				XP_028522955.1	mRNA
XM_028667157.2	LOC107998700	NC_083865.1	+	15	7467	3042	15	4410	GeneID:107998700		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998700	protein_coding				XP_028522958.1	mRNA
XM_028667156.2	LOC107998700	NC_083865.1	+	15	7506	3081	15	4410	GeneID:107998700		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998700	protein_coding				XP_028522957.1	mRNA
XM_028667158.2	LOC107998700	NC_083865.1	+	14	7416	2991	15	4410	GeneID:107998700		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998700	protein_coding				XP_028522959.1	mRNA
XM_062084596.1	LOC107998700	NC_083865.1	+	13	7248	2823	15	4410	GeneID:107998700		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998700	protein_coding				XP_061940580.1	mRNA
XM_017058109.3	LOC107998700	NC_083865.1	+	16	7536	3111	15	4410	GeneID:107998700		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998700	protein_coding				XP_016913598.1	mRNA
XM_062084592.1	LOC107998700	NC_083865.1	+	15	7446	3021	15	4410	GeneID:107998700		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998700	protein_coding				XP_061940576.1	mRNA
XM_062084588.1	LOC107998700	NC_083865.1	+	15	7485	3060	15	4410	GeneID:107998700		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998700	protein_coding				XP_061940572.1	mRNA
XM_062084593.1	LOC107998700	NC_083865.1	+	14	7395	2970	15	4410	GeneID:107998700		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998700	protein_coding				XP_061940577.1	mRNA
XM_028667155.2	LOC107998700	NC_083865.1	+	15	7533	3108	15	4410	GeneID:107998700		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998700	protein_coding				XP_028522956.1	mRNA
XM_062084589.1	LOC107998700	NC_083865.1	+	14	7482	3057	15	4410	GeneID:107998700		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998700	protein_coding				XP_061940573.1	mRNA
XM_062084594.1	LOC107998700	NC_083865.1	+	13	7392	2967	15	4410	GeneID:107998700		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998700	protein_coding				XP_061940578.1	mRNA
XM_062084587.1	LOC107998700	NC_083865.1	+	15	7512	3087	15	4410	GeneID:107998700		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998700	protein_coding				XP_061940571.1	mRNA
XM_062084590.1	LOC107998700	NC_083865.1	+	14	7461	3036	15	4410	GeneID:107998700		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998700	protein_coding				XP_061940574.1	mRNA
XM_062084595.1	LOC107998700	NC_083865.1	+	13	7371	2946	15	4410	GeneID:107998700		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998700	protein_coding				XP_061940579.1	mRNA
XM_062084597.1	LOC107998700	NC_083865.1	+	12	7203	2778	15	4410	GeneID:107998700		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998700	protein_coding				XP_061940581.1	mRNA
XM_062084586.1	LOC107998700	NC_083865.1	+	16	3166	3123	15	28	GeneID:107998700			mRNA	LOC107998700	protein_coding				XP_061940570.1	mRNA
XM_062084591.1	LOC107998700	NC_083865.1	+	15	3076	3033	15	28	GeneID:107998700			mRNA	LOC107998700	protein_coding				XP_061940575.1	mRNA
XM_062084598.1	LOC107998700	NC_083865.1	+	16	7158	2724	24	4410	GeneID:107998700		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998700	protein_coding				XP_061940582.1	mRNA
XR_009832595.1	LOC133667267	NC_083865.1	-	2	1931	0	0	0	GeneID:133667267		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC133667267	lncRNA					lnc_RNA
XM_017058110.3	LOC107998701	NC_083865.1	-	7	5988	1650	95	4243	GeneID:107998701		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998701	protein_coding				XP_016913599.1	mRNA
XM_017058113.2	LOC107998703	NC_083865.1	+	5	1783	783	386	614	GeneID:107998703		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998703	protein_coding				XP_016913602.1	mRNA
XM_017058112.3	LOC107998702	NC_083865.1	-	4	2074	1428	144	502	GeneID:107998702		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998702	protein_coding				XP_016913601.1	mRNA
XM_017058199.2	LOC107998763	NC_083865.1	-	3	1969	1734	89	146	GeneID:107998763		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998763	protein_coding				XP_016913688.2	mRNA
XM_062084612.1	LOC107998746	NC_083865.1	-	10	8569	1554	6020	995	GeneID:107998746		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998746	protein_coding				XP_061940596.1	mRNA
XM_062084616.1	LOC107998746	NC_083865.1	-	9	4581	1554	2032	995	GeneID:107998746		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998746	protein_coding				XP_061940600.1	mRNA
XM_062084615.1	LOC107998746	NC_083865.1	-	10	4726	1554	2177	995	GeneID:107998746		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998746	protein_coding				XP_061940599.1	mRNA
XM_062084619.1	LOC107998746	NC_083865.1	-	9	4628	1554	2079	995	GeneID:107998746		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998746	protein_coding				XP_061940603.1	mRNA
